M
2.0356
13.998
3.24907
26.865
64.0977
25.506
7.6952
95.7046
41.2352
14.9873
10.3501
20.6959
32.6116
14.5551
11.8105
31.1604
93.2017
10.9961
45.1175
7.42127
90.0946
13.3241
20.2561
31.9348
23.4731
34.8438
99.2255
3.78335
11.4905
45.1774
13.8851
8.18272
23.0632
79.7956
20.0413
39.8958
14.9117
45.2515
70.8776
88.1486
46.6805
28.3726
20.9781
5.29218
12.1218
83.8712
36.7271
15.2726
27.9091
40.6879
5.17972
44.1153
24.6446
90.7034
15.2177
6.22477
57.2954
8.80666
13.382
69.1167
8.40464
12.2265
83.2425
38.4272
10.6545
6.10505
20.7925
17.6278
8.18555
53.1212
11.5729
16.1073
22.6439
17.0575
12.1176
6.36624
6.55081
8.8449
31.6523
6.20922
17.1629
27.3962
20.8834
7.40439
2.43017
43.9265
17.822
4.6316
94.1804
2.48228
16.0674
22.0291
18.0735
22.0388
18.1215
10.185
24.364
16.6107
10.8727
64.0946
13.7947
31.7013
3.80162
65.2881
14.3205
18.5233
17.1528
98.4712
19.7223
13.2738
7.44615
17.3539
3.6217
55.8511
29.6913
82.7497
24.1498
56.0426
93.2769
5.35835
51.5456
15.6454
20.4283
12.1255
36.2253
4.74419
22.3842
20.0262
32.2164
20.2338
54.3726
11.9758
12.584
47.5276
10.8821
23.817
14.0604
16.1227
14.313
13.6228
94.7899
23.8039
26.1353
47.4777
82.8361
59.8542
64.047
18.6205
6.66866
19.0049
29.469
8.80943
22.8759
30.5826
10.5648
18.5083
21.3303
95.7521
17.8275
20.8903
18.8874
24.8171
21.4682
25.7167
22.9544
4.22277
8.29576
26.5344
8.59747
7.67562
59.4689
22.5804
22.3862
10.7081
22.7691
15.518
33.7873
23.9692
8.83674
66.1642
41.227
27.7201
26.6533
78.1584
11.5574
86.0382
50.2942
19.4165
29.9546
37.7996
23.1655
22.0404
18.3944
29.7573
62.4345
25.2254
2.11591
16.1997
16.9591
33.6849
5.60852
6.26226
17.2381
59.0808
25.1866
2.61049
19.7484
14.1777
48.8574
77.0189
44.7952
81.0701
4.87871
17.0262
9.89236
15.8286
36.7423
14.216
100.791
37.6091
9.18105
50.7115
53.8465
9.30286
23.9838
13.9714
15.8858
69.0104
33.8931
92.2165
26.5804
96.9212
52.1028
42.4244
52.6341
23.3794
79.3162
12.0312
17.033
23.3511
3.56652
16.6338
29.1274
34.2321
42.5827
14.2241
54.4231
101.87
19.0799
14.3726
86.5073
22.9754
14.9548
3.7723
9.88112
17.5065
63.1755
21.8437
21.382
34.7202
10.7725
42.7111
29.4975
13.7343
14.2438
89.5675
20.3425
17.3792
42.8889
21.2021
18.5771
11.8484
27.3433
17.0263
12.7954
90.8201
34.7287
47.1333
3.02845
36.5707
99.8431
39.8542
18.291
31.4645
28.2253
22.241
14.9522
89.7021
43.63
27.4205
18.9309
5.44066
36.2374
14.4912
93.1443
22.0569
25.2096
48.5905
88.1673
16.157
46.9798
17.2377
14.6253
37.6797
11.9767
12.1636
16.1907
26.0791
47.8125
8.87128
30.2971
41.6692
10.0795
16.3817
30.9269
58.1673
39.8051
91.3582
16.9084
5.03471
31.5515
21.5232
2.37396
64.0364
23.4441
90.6293
46.1748
29.0071
28.712
10.4893
47.9906
18.3475
18.2823
75.4326
21.8539
16.5358
15.037
7.61475
16.227
29.8569
5.85761
19.3742
2.89055
12.4437
2.73946
20.116
12.8917
14.3194
5.31025
17.2555
31.2108
92.2797
16.7435
8.04115
33.6371
23.1103
13.0705
39.5191
93.7601
83.0881
11.6908
29.3645
3.30071
11.7279
15.397
41.144
83.3234
80.9761
31.429
14.534
32.2658
12.6115
24.6417
83.365
4.12939
16.3053
6.72297
14.6636
45.3525
3.83292
9.73973
23.814
46.8373
9.91583
3.86482
23.0621
23.6457
2.55636
89.7199
64.5229
24.6392
28.387
9.68356
22.6144
3.27308
4.53425
11.7587
57.9956
12.8538
24.1552
13.5805
48.7275
13.21
21.8256
43.2195
52.2599
86.0408
69.9553
56.7121
35.6296
34.0925
9.50521
15.0535
13.1621
34.3615
7.73167
53.2195
17.1553
22.5217
4.01231
34.2653
12.577
10.6099
15.8789
5.83514
17.8897
33.8185
19.755
15.0178
9.86747
11.6264
9.28872
9.91827
19.2295
16.7018
14.7099
25.6708
21.3317
8.89939
4.06325
54.7663
33.8758
40.1438
22.2705
13.3301
46.7135
3.55599
5.60681
26.6713
5.15036
18.4567
34.4647
42.1129
29.7824
52.2229
100.629
12.5957
94.4852
65.1504
33.4752
45.9196
89.1073
27.2437
87.1437
18.3931
50.8184
19.6537
22.4774
98.9612
109.185
3.32193
11.6904
17.0208
17.7235
9.01271
24.8488
4.92388
12.0177
11.3068
24.1362
18.4685
24.6132
32.1084
56.1546
17.2072
12.9026
35.3448
77.8637
19.2181
4.25499
2.90596
4.82003
95.2059
3.52826
23.8687
30.9989
27.2836
49.0273
13.0894
93.161
20.2763
16.7022
21.2437
24.8398
44.2463
96.9062
15.1764
92.1801
17.2612
67.8229
65.6242
3.44679
10.2727
9.96131
74.8658
16.6454
8.15282
61.8592
13.5119
19.3957
15.2128
13.4331
92.0925
26.5577
3.07388
14.4679
24.7731
13.7389
11.4693
4.31589
26.1095
88.4971
12.383
7.44578
27.8367
9.80547
17.8532
81.3708
18.4083
39.6633
21.2271
28.5521
78.7114
7.48335
8.05703
31.4332
39.5844
20.8537
2.75543
14.2169
38.1268
30.64
39.6087
84.462
11.6484
2.77058
13.5083
13.1652
16.295
44.2478
64.3733
16.1663
13.8918
3.70289
50.6336
87.3925
6.62397
40.145
9.33437
12.4917
2.32087
15.3166
52.6667
12.4923
109.999
14.5086
15.5609
32.1644
16.393
8.35986
8.81792
43.129
82.0303
38.2139
4.73118
3.01601
15.6986
6.83836
19.108
22.0904
101.561
21.4797
14.127
19.0532
22.7932
88.7883
49.8111
15.5252
17.827
16.4272
26.2382
66.5924
32.0113
18.7844
36.9347
28.2251
24.2754
71.4759
20.2611
6.397
7.73553
51.7886
43.9145
32.6161
95.3541
25.2659
22.057
3.50945
50.7598
25.4374
13.882
16.8124
44.7439
22.8874
27.1293
27.7898
28.2128
12.715
13.2672
3.77904
18.0145
63.6229
70.566
22.2244
45.483
23.5042
44.5415
41.3707
60.6725
27.1555
12.9118
51.8488
19.8449
52.772
17.2505
12.7491
35.3707
23.9838
2.2472
10.8138
15.0673
3.605
17.4859
29.5241
9.42768
64.5816
12.2355
58.3411
43.9813
21.4214
14.9449
15.1104
45.3707
23.8167
2.20537
16.9132
3.93724
8.04485
30.5684
58.6708
10.382
27.9701
17.8412
26.5834
20.6738
20.5036
36.1555
35.3679
9.84852
20.089
11.7453
69.5989
2.01757
16.8705
32.7736
8.98497
77.8495
22.2249
34.0177
67.3797
17.4829
85.8838
27.9013
19.9821
17.4138
94.7324
23.7148
16.853
5.15083
34.5976
39.1564
18.6888
60.1552
25.7477
12.5733
26.8995
17.725
5.53341
15.9937
19.2934
10.9103
9.44454
24.3398
91.3148
6.75948
54.8892
33.9925
19.8147
11.6825
5.36421
18.0548
35.757
21.6576
42.5276
7.15722
42.6779
47.0201
40.2979
45.1075
32.2737
14.476
81.1199
24.1638
16.1714
63.0575
21.9843
41.2942
84.1323
17.422
22.5813
12.5826
19.1203
30.3866
13.9176
25.7675
10.0319
31.5965
73.7022
3.0706
3.73415
82.6793
8.15224
10.0647
33.7283
41.332
10.8409
14.9584
10.4545
20.3733
9.19471
91.8548
11.2339
30.9349
25.4648
32.5078
22.4121
14.9007
3.10169
62.8553
13.7821
10.0028
13.5145
10.9249
56.4895
24.341
10.9532
21.9704
17.5856
90.027
14.1705
47.1224
56.0126
38.1684
10.8906
2.08002
8.81796
25.3287
9.01683
27.393
5.69373
9.37812
79.4095
46.2993
15.5744
22.3561
39.9811
14.4645
16.6037
18.2981
79.6452
30.2325
6.51144
14.803
69.2688
86.6157
49.1924
96.1202
23.021
8.94481
19.655
21.6485
29.8383
15.277
8.18634
28.8271
12.9203
51.9029
86.2489
15.387
3.76235
6.70952
26.4491
49.1853
29.2524
63.6872
60.8085
15.6033
21.6112
11.3705
3.02015
35.4273
13.8497
4.03182
3.71846
106.125
15.0877
22.5187
39.0787
16.1747
6.55054
27.7651
8.73628
8.12536
23.2918
37.4263
100.794
15.3427
48.5919
37.3177
20.5584
70.8867
15.5137
8.02105
16.4742
59.24
13.0651
23.7152
16.589
17.1843
47.5412
19.1369
25.1399
63.6332
13.8723
8.52936
32.9384
45.3633
26.9042
3.17754
32.1973
48.9879
89.3312
20.1998
21.899
22.3006
4.06451
10.6858
5.61312
22.4404
32.486
53.2592
28.3061
3.04049
7.32474
6.53374
21.8276
20.594
27.089
69.0812
33.131
16.9633
54.798
4.16504
2.03608
12.4604
40.9721
9.35792
29.1923
24.4781
13.5691
90.0569
11.7621
40.4432
19.1679
2.69502
45.5015
32.0946
41.947
14.5235
55.0562
50.3804
19.3485
3.00909
48.0358
38.0306
32.7121
16.8725
4.33105
97.7566
10.2848
9.94222
13.9771
12.8819
28.633
14.8833
12.8868
3.38589
14.3582
38.9474
19.3852
18.0872
8.39109
3.67443
18.1193
28.8607
57.1174
4.61048
17.1482
69.5185
34.1864
56.7981
22.9568
37.679
7.7282
13.9527
26.2579
27.6652
8.96477
71.919
15.4054
38.079
21.2398
40.9058
15.1245
73.3557
12.9234
21.8327
20.6565
87.1093
9.5194
22.2106
24.9807
43.4897
10.8865
16.8618
13.9017
20.8403
92.1289
15.4689
40.4351
57.0583
14.4841
53.0424
17.2164
37.3456
26.5395
74.8777
98.8899
16.9099
29.2331
89.1291
3.79056
5.57787
20.5275
61.6086
18.619
3.08123
81.7305
24.5306
32.1298
33.4211
18.2503
14.765
65.9275
40.2065
8.82297
20.7202
27.5257
47.3254
11.3965
20.3561
6.23903
23.2964
30.0315
36.5668
11.3498
66.8781
5.05831
16.9763
26.8761
85.9111
49.4112
60.3061
18.7397
81.7428
57.2662
11.963
23.4997
32.3346
39.0648
6.51214
19.9732
42.9711
94.1191
14.1895
2.09214
29.0175
7.29664
13.3683
28.4283
50.5473
12.0282
20.9775
7.46206
16.4302
18.8522
10.2796
46.9225
26.9949
85.9462
14.369
39.0022
77.4226
10.719
27.9553
9.56422
101.76
13.552
15.3909
105.229
20.0432
16.014
91.2712
43.2528
72.0593
12.9796
10.5157
16.4113
54.9531
12.6483
29.2447
11.1742
24.6711
51.1194
5.45128
22.7781
13.8619
2.87508
12.2248
17.6588
93.3706
2.81387
47.0851
11.9985
12.8815
9.47435
16.5566
16.8171
5.32031
13.1717
101.466
64.0931
24.7569
13.7493
57.8915
4.15456
14.0998
9.9854
84.5979
20.0649
11.8349
3.88419
94.6347
17.2449
18.28
9.66019
17.6423
31.1197
22.3325
13.0243
23.0374
65.0602
50.5182
85.8447
36.0515
6.79734
86.5986
6.31001
17.3935
16.9903
23.8093
43.254
24.3099
43.7964
14.9379
3.00262
15.4791
33.5291
26.9505
19.5932
3.50954
29.0122
37.6125
40.1883
7.25915
42.7201
11.8692
41.2846
89.4268
92.4676
34.3693
19.2419
23.4078
14.2655
46.0165
55.6009
13.4852
93.0337
29.6228
11.023
15.2725
17.4345
21.0133
86.2942
2.19242
24.9384
23.9304
63.6993
65.1739
19.069
63.1282
84.5991
13.2651
10.9833
19.4772
59.442
31.6636
30.1046
5.76956
61.2196
49.596
15.501
2.75655
51.4225
33.9211
34.1458
12.8871
3.69404
2.92176
17.7068
3.02517
93.725
9.38853
25.9011
38.7017
27.622
11.588
18.3329
21.3716
6.67416
29.9046
15.1088
16.021
11.0083
11.3796
93.1852
59.4623
3.76933
24.9696
21.5653
36.9027
53.5451
81.38
18.2372
25.4315
68.8748
87.5576
10.2948
11.1767
13.0661
23.5004
15.7702
31.9787
17.295
23.2133
4.45672
56.8324
38.6899
16.1802
19.9818
86.7801
91.77
10.3077
7.00614
90.3727
63.0298
16.5646
24.7639
26.8495
3.08005
9.67633
63.812
23.7895
91.3228
4.8494
19.9482
8.32604
31.4642
20.8228
11.5606
15.697
94.36
31.7156
14.7672
2.56435
35.5608
18.9401
70.0029
82.2539
9.11664
35.8965
34.1651
87.7933
12.8204
16.6231
55.1814
71.1095
23.7176
22.368
66.3329
28.09
10.2514
10.2979
50.0293
105.275
29.3574
12.5998
18.7196
14.5824
21.4777
34.4303
33.3488
21.8277
34.3317
30.5948
80.937
38.3912
29.343
17.7989
43.5628
45.705
86.8329
16.8446
17.636
7.60097
20.9475
24.3248
4.80116
24.4671
18.0853
17.6089
24.6656
16.5189
15.3552
11.8376
56.7423
24.1159
18.5228
55.9581
3.28948
10.8426
13.2615
17.3691
10.3356
61.2028
9.69878
33.9977
28.238
51.4559
31.5961
70.2889
30.8119
27.2135
12.4237
3.48201
27.1658
15.7804
11.5659
45.4998
32.5382
28.3593
5.65558
76.7342
89.6895
24.6196
9.70305
94.2052
16.3009
17.6998
3.00167
29.8054
22.4196
84.2508
30.9065
62.1876
19.9998
82.9058
19.1798
30.2812
25.7419
25.7496
27.1599
5.81544
9.59246
83.7517
15.1387
10.3793
15.5979
30.8741
29.9632
91.0576
54.0161
93.556
33.4296
95.1894
19.8693
15.909
51.663
35.5794
91.7597
9.41243
3.02373
20.3269
23.8777
2.42199
22.7727
30.86
64.5153
18.8853
20.1424
9.93453
12.2851
29.6139
33.4241
37.2704
21.0718
28.6789
12.4813
6.17371
8.34943
20.6424
18.281
28.3004
16.9391
94.2127
64.2509
34.7197
95.8846
12.1749
38.6951
22.8055
54.5913
92.7264
22.7819
23.5991
19.4203
29.3779
42.2334
21.0705
12.7807
12.7899
23.709
64.1764
14.9899
29.9208
22.2621
24.4862
64.3872
30.3191
11.7534
16.0476
7.85202
3.68924
13.7204
87.0775
18.3702
26.5828
17.515
58.9085
33.8406
2.58132
21.4787
16.4636
38.5361
3.07222
63.4638
32.6471
29.3826
3.93043
48.7935
85.4173
22.6092
15.2112
31.3861
19.0831
30.3203
19.608
4.84854
47.7453
9.29413
13.7852
96.1787
3.20394
59.6546
3.03064
8.50772
18.5455
13.4274
91.7883
25.2428
12.0608
2.93464
29.9933
38.4742
19.8056
31.7517
40.7459
9.23401
29.7553
7.67898
13.335
11.4573
21.5594
23.0375
32.0958
35.9382
89.1116
14.4812
35.0047
7.03309
39.0082
15.6362
10.3397
11.1224
36.8858
88.8275
33.7636
21.9097
87.5348
3.27504
3.18614
50.5657
9.56339
25.7287
24.9105
65.6635
20.7552
12.5181
41.0454
19.9943
97.5627
4.75059
21.6434
10.7005
45.731
12.6471
31.8923
19.9883
15.965
16.6669
7.00019
14.7512
3.20974
16.7688
98.1344
37.2993
26.0866
23.4766
17.1925
9.96764
14.3894
28.2407
45.6517
22.167
30.9174
26.5209
17.2929
15.0166
102.603
22.455
6.59596
4.17689
8.255
9.02292
10.4949
5.02816
16.2102
46.6797
14.4409
14.4948
12.6971
27.7487
13.6767
29.8965
21.3434
18.692
10.3362
24.8697
6.76983
14.7255
24.9385
58.2407
2.43681
41.0288
23.1511
3.23956
22.5403
88.4582
15.5661
20.6572
15.4212
8.93169
20.1177
12.9862
85.19
19.8264
17.3682
17.3996
10.3244
68.8198
2.76757
43.133
22.9956
8.88897
7.85906
76.7144
104.39
11.6579
25.3336
23.2523
7.78579
5.96839
6.17678
50.9553
74.1956
94.7711
19.6399
95.3814
40.9292
13.8848
100.914
23.9088
17.7551
37.5768
20.7645
18.7395
78.7362
43.0022
17.4786
19.3485
28.9984
18.2147
21.395
30.8496
4.53658
26.584
8.33241
13.9475
3.32851
36.4078
3.23859
8.70322
3.11988
22.2621
39.3829
28.6189
20.7739
41.0413
27.9613
25.9448
6.36541
22.2596
32.9084
15.6936
7.59508
93.9451
11.4419
11.1862
85.2594
13.3176
10.5799
15.9532
12.4854
19.0086
21.1955
26.7861
12.6023
28.864
23.0039
10.3524
19.4439
13.0492
30.6533
40.9623
12.8523
85.7283
11.973
57.8688
7.12289
11.1636
30.0932
68.9845
8.41858
3.82222
23.4787
21.0957
6.74124
19.7366
26.5141
80.5794
20.4739
17.4639
39.957
22.7683
22.8249
15.5204
25.6463
77.5461
52.8321
37.4936
28.2349
12.345
20.8294
35.4669
4.15649
17.1106
40.5581
20.3932
15.7013
4.29012
14.5397
93.2366
13.2242
28.952
17.5409
20.3278
8.13021
9.52854
2.76453
8.38118
6.49995
30.752
58.1085
91.2332
2.20581
2.35478
77.8358
12.3638
19.0214
21.8218
23.2489
36.0751
10.5483
24.1893
14.2016
2.74795
46.1146
46.1755
19.838
21.9311
3.00452
56.1001
9.18982
36.1115
65.195
7.05712
67.6142
14.183
25.5539
41.7527
75.6258
107.025
23.9052
12.6416
5.52999
15.637
23.6044
30.1104
85.4669
44.2532
13.9353
20.3369
2.47582
30.3302
92.4312
18.3924
11.1773
10.2248
18.0266
3.44882
29.0239
78.4181
39.936
25.3547
72.5454
24.6939
34.7881
14.487
20.684
23.4957
21.0848
26.0147
29.3636
83.1518
15.764
29.5852
30.3891
11.2546
52.3806
14.8714
31.453
48.0445
61.1376
14.3485
33.1024
10.0573
15.4436
24.0666
65.3872
31.8109
25.101
50.4674
64.8185
18.9644
8.62854
37.1123
25.161
11.0255
52.9919
22.0808
15.5309
8.11999
65.0811
10.0942
35.6082
45.5019
22.0679
16.3519
75.1318
10.8064
18.5268
2.45018
17.0234
15.2059
8.78536
19.8033
48.3017
64.5217
23.4821
23.1768
19.0937
66.3946
20.2854
36.5223
4.63079
91.6326
19.2618
19.8549
36.2283
6.31987
23.4611
62.8855
58.7156
91.0282
25.5754
39.3403
58.4211
12.9043
28.5521
4.14957
12.7577
13.0722
86.9627
6.3106
15.3492
15.2145
6.24909
53.4977
72.3353
76.9849
15.0829
13.2785
14.8314
88.258
15.4863
15.616
33.3666
40.4797
7.72205
42.8042
3.07204
6.61685
15.2469
54.8447
86.6194
49.4581
31.0951
33.234
58.8227
27.538
19.2647
22.4387
20.809
8.41463
17.6647
36.8583
46.5137
23.5566
12.7215
50.2885
2.84846
32.1525
27.4666
24.92
12.4323
34.4041
20.23
41.9372
60.6253
14.8319
71.0627
3.16421
67.9452
30.1818
42.0605
13.3372
92.1006
2.83756
9.15365
23.2727
9.62118
42.2534
61.2181
6.92445
70.8923
3.64227
7.29356
23.8235
12.009
12.9148
2.16279
7.92048
40.1012
7.02487
26.3655
3.42662
2.11623
14.8038
25.1017
12.4358
59.5147
2.55732
25.9231
23.074
40.4039
47.2592
13.7256
3.08762
50.3457
14.9305
13.1443
5.6697
39.4991
21.564
28.0399
41.9812
17.5142
7.4707
9.31439
31.3962
28.2161
14.2628
42.7871
14.9529
12.8215
90.7016
29.0915
30.6333
3.1159
23.8592
18.1136
57.2778
5.98
100.936
31.6168
39.0263
15.7321
100.085
25.8751
25.1515
17.1153
50.8285
92.5667
16.0156
10.8617
16.3197
14.5392
93.2677
3.27987
3.50492
9.10173
7.20237
25.8834
45.2565
12.0714
39.9393
15.7988
8.6391
16.0425
46.6871
20.6951
12.911
2.14665
21.9802
13.0014
3.76537
7.67007
3.01961
63.2927
14.4066
35.1044
23.5107
89.4158
26.801
13.3418
35.9843
22.2051
3.2059
2.97601
62.0515
11.4359
72.507
16.1904
3.03224
39.3244
6.96561
77.6922
15.7059
2.61574
9.98406
16.8402
10.2342
16.6474
87.5825
2.26276
6.17998
19.1813
9.78219
87.8618
27.9915
85.4364
17.121
24.3967
5.40733
58.587
12.753
31.9849
40.4325
27.9178
92.4473
14.8227
2.22642
27.4389
29.6736
7.17935
48.2846
33.3747
10.1858
75.1737
56.5107
89.767
9.64492
102.738
31.6851
10.1264
46.7811
21.1757
25.8187
48.9874
19.7089
23.5723
9.24414
71.5383
18.7418
10.4903
24.1163
3.7612
28.6727
31.7817
30.9563
19.1822
4.64203
6.33011
36.5872
9.36006
40.7046
11.7726
20.051
11.8953
17.3467
13.34
21.5065
13.3677
47.8931
17.6243
25.0584
29.8272
73.9423
88.7584
26.1291
17.8475
3.29049
29.5986
22.2345
9.52119
10.0779
21.0553
3.16961
17.4806
8.91593
2.63829
36.7115
2.58568
30.0749
46.0763
23.8987
4.22868
13.0349
93.7744
20.1733
12.4967
38.2059
12.6478
2.44787
62.436
27.1744
80.9704
63.9876
13.296
11.0043
62.2943
32.5676
17.3636
48.4627
28.12
10.571
23.0619
28.4359
27.5472
19.6389
14.2159
2.85076
10.6736
40.6901
4.68573
12.9005
16.1522
21.0561
22.032
35.729
23.6888
21.8187
45.7606
13.4833
