iter	RMSE
354	1.143484648
355	1.140747146
356	1.139344232
357	1.137945608
358	1.13595647
359	1.13419087
360	1.13317679
361	1.13184894
362	1.130478427
363	1.129269766
364	1.127370703
365	1.124849534
366	1.122695921
367	1.12154205
368	1.120592453
369	1.119160529
370	1.117490884
371	1.116448474
372	1.114823215
373	1.112894139
374	1.111312712
375	1.110414048
376	1.108033375
377	1.107327801
378	1.10551575
379	1.104178955
380	1.103010998
381	1.10122136
382	1.099415204
383	1.097966408
384	1.096465793
385	1.095006088
386	1.093478602
387	1.091833636
388	1.090544445
389	1.088981646
390	1.087987903
391	1.086632612
392	1.085725745
393	1.085051101
394	1.083685294
395	1.082240166
396	1.081019937
397	1.080279681
398	1.079205493
399	1.077981593
400	1.076336536
401	1.075275238
402	1.073773607
403	1.072643578
404	1.071299153
405	1.069570719
406	1.068311404
407	1.066950394
408	1.065185961
409	1.064464069
410	1.062669015
411	1.061090137
412	1.059481329
413	1.058344334
414	1.057070941
415	1.054741961
416	1.053185923
417	1.051846724
418	1.050878487
419	1.049724337
420	1.048734302
421	1.047046205
422	1.045307487
423	1.044089515
424	1.042884668
425	1.041260358
426	1.039882866
427	1.038653384
428	1.038207734
429	1.036397379
430	1.035236306
431	1.034654611
432	1.032684367
433	1.031837024
434	1.03088682
435	1.029654165
436	1.028413603
437	1.027287145
438	1.026063274
439	1.025274726
440	1.023975095
441	1.022762675
442	1.021478535
443	1.020471732
444	1.019815036
445	1.018465611
446	1.017910847
447	1.017309081
448	1.015836881
449	1.014678458
450	1.01359941
451	1.012465442
452	1.010899019
453	1.009928801
454	1.00857114
455	1.00742417
456	1.006968853
457	1.00642446
458	1.005013599
459	1.004018507
460	1.003277036
461	1.001900217
462	1.000629157
463	0.9998806864
464	0.9988378026
465	0.9978839754
466	0.997202729
467	0.9960041548
468	0.9950937065
469	0.9943171161
470	0.9932816318
471	0.9924206699
472	0.9918323616
473	0.9902610012
474	0.9895199208
475	0.9884629662
476	0.9869891082
477	0.9861760067
478	0.9852413903
479	0.98411225
480	0.9835362336
481	0.9828011281
482	0.9819244601
483	0.9810151401
484	0.9799060901
485	0.9792608468
486	0.9784576928
487	0.9778231164
488	0.9769694902
489	0.9764628912
490	0.9758568819
491	0.9753860773
492	0.9743433733
493	0.9731257459
494	0.9719749053
495	0.9711854304
496	0.9701323507
497	0.9691967773
498	0.9682113905
499	0.9673165702
500	0.9664363944
501	0.9660703499
502	0.9654834596
503	0.964261475
504	0.9635354075
505	0.9627016084
506	0.9622909222
507	0.961414347
508	0.960384578
509	0.9596528562
510	0.9582722053
511	0.9570969712
512	0.9562926521
513	0.9550436774
514	0.9541137701
515	0.9532989834
516	0.9519763861
517	0.9513381289
518	0.9506559715
519	0.950258604
520	0.9489284882
521	0.947751214
522	0.9472420897
523	0.9466165394
524	0.9455900821
525	0.9444626776
526	0.9438690275
527	0.9430334189
528	0.9423937735
529	0.941587659
530	0.9411536688
531	0.940174603
532	0.9391839231
533	0.9379887785
534	0.936883125
535	0.9361225337
536	0.9355525222
537	0.9347369941
538	0.9339464982
539	0.9336364903
540	0.9331034597
541	0.9323168145
542	0.9309979728
543	0.9298714187
544	0.9288866005
545	0.928306743
546	0.9275326538
547	0.9267772948
548	0.925958203
549	0.925408765
550	0.924818012
551	0.9243051311
552	0.9238116184
553	0.9234446071
554	0.9225055008
555	0.9214743507
556	0.9205518807
557	0.9192050382
558	0.9182519069
559	0.9175019267
560	0.9168841985
561	0.9162539839
562	0.9151632412
563	0.9143696549
564	0.9137578923
565	0.9131324707
566	0.9121437732
567	0.9111956163
568	0.9099716566
569	0.9094093286
570	0.9082855633
571	0.907701921
572	0.9070548146
573	0.9061079414
574	0.9055473481
575	0.904205112
576	0.9033519828
577	0.9023530542
578	0.9012690823
579	0.9009220484
580	0.9002994501
581	0.8996340668
582	0.8988184494
583	0.8982663435
584	0.8976524667
585	0.8969468814
586	0.8961681484
587	0.8952520755
588	0.8941941362
589	0.8936949377
590	0.892653347
591	0.8917370177
592	0.8912056914
593	0.8902203592
594	0.8895094963
595	0.8882850482
596	0.887650461
597	0.8869146624
598	0.8860865819
599	0.8849592781
600	0.8845615569
601	0.883726139
602	0.8830253681
603	0.8824391778
604	0.8817082081
605	0.8811201852
606	0.8800358624
607	0.8795301967
608	0.8791394478
609	0.8785316025
610	0.8776322257
611	0.877104503
612	0.876432547
613	0.8759414116
614	0.8750499355
615	0.8739157159
616	0.8731148515
617	0.8724857243
618	0.8716771107
619	0.8710041239
620	0.8703941513
621	0.8696043392
622	0.8691147432
623	0.8686084039
624	0.86769244
625	0.8669214545
626	0.8661250445
627	0.8658630976
628	0.8651126095
629	0.8645144269
630	0.8640879847
631	0.8635581783
632	0.8628096295
633	0.8619817506
634	0.8615372178
635	0.8609852575
636	0.8604624226
637	0.8601767559
638	0.8596665109
639	0.8592458945
640	0.8584651666
641	0.8580101771
642	0.8572676468
643	0.8563616249
644	0.8556245688
645	0.8550503379
646	0.85473463
647	0.8543133632
648	0.8534313883
649	0.8527861763
650	0.8522449387
651	0.8518761913
652	0.8510383432
653	0.8504481866
654	0.8495131187
655	0.8491400933
656	0.848366783
657	0.8477249749
658	0.8470611476
659	0.8464179769
660	0.8458287032
661	0.8455076396
662	0.8449463408
663	0.8442525724
664	0.84347134
665	0.8426557243
666	0.8422571741
667	0.8415997466
668	0.8408821026
669	0.8400946306
670	0.839670989
671	0.8391700068
672	0.8386579471
673	0.8383408265
674	0.8377964661
675	0.837142899
676	0.8366461464
677	0.8357456257
678	0.8349626712
679	0.8343886378
680	0.8336503599
681	0.8333389528
682	0.8328883549
683	0.8322094976
684	0.8316057552
685	0.8311174719
686	0.8304116042
687	0.8297941132
688	0.8290462198
689	0.8287065698
690	0.8282444314
691	0.8275766365
692	0.827113888
693	0.8266878323
694	0.826161398
695	0.8255144934
696	0.8249785821
697	0.8245089019
698	0.8237096183
699	0.8232162941
700	0.8226239855
701	0.8222349584
702	0.8216236167
703	0.8210200699
704	0.8207748777
705	0.8201333499
706	0.8197573636
707	0.819166879
708	0.8187017351
709	0.8180104129
710	0.8174412908
711	0.8170412616
712	0.8166865607
713	0.8161161055
714	0.81578298
715	0.8155382792
716	0.8147207696
717	0.8143207659
718	0.8137532917
719	0.8132655116
720	0.812661603
721	0.8117284936
722	0.8113278825
723	0.8105032475
724	0.8100717593
725	0.8093369525
726	0.8090078939
727	0.80831538
728	0.8079098934
729	0.8072724868
730	0.8070455436
731	0.8066950372
732	0.8061095392
733	0.8057492294
734	0.8050651037
735	0.8046960326
736	0.8042922845
737	0.8038260764
738	0.8032554874
739	0.8028780239
740	0.8022692802
741	0.8016775325
742	0.8012720851
743	0.8008503094
744	0.8000800731
745	0.7994056397
746	0.7989680662
747	0.7982334357
748	0.7979121536
749	0.7975042371
750	0.7970788086
751	0.7965930712
752	0.7958814749
753	0.7952304086
754	0.7948839061
755	0.794282636
756	0.7935270447
757	0.7929516837
758	0.7924676009
759	0.791875072
760	0.7913980838
761	0.7910194583
762	0.7904911207
763	0.7901774868
764	0.7894950303
765	0.7890498736
766	0.7885995854
767	0.7882831173
768	0.7877445194
769	0.787212939
770	0.786899654
771	0.7866217807
772	0.7862287112
773	0.7854792091
774	0.7848033416
775	0.7842850172
776	0.7838547899
777	0.7834760682
778	0.7827808407
779	0.7822664372
780	0.7818702555
781	0.7813812903
782	0.7811350125
783	0.7804655888
784	0.7801511475
785	0.779524149
786	0.7790410841
787	0.7784446565
788	0.7781284423
789	0.7776991913
790	0.7773582714
791	0.776731403
792	0.7760657565
793	0.7755373423
794	0.7751833241
795	0.7746707353
796	0.7742370678
797	0.7739721092
798	0.7735666739
799	0.77307424
800	0.7726492417
801	0.7719107478
802	0.7715231962
803	0.7711402526
804	0.770645818
805	0.7702222006
806	0.7696653851
807	0.7691504638
808	0.7688518516
809	0.7684322526
810	0.7681431502
811	0.7677261351
812	0.7673553214
813	0.7668776157
814	0.7665835993
815	0.7658813844
816	0.7654759414
817	0.7651989277
818	0.7646361666
819	0.7642388361
820	0.763736703
821	0.7628976615
822	0.7624358138
823	0.7620487371
824	0.7616787163
825	0.761117137
826	0.7606128902
827	0.7603899648
828	0.7600363749
829	0.7597058957
830	0.7592772127
831	0.7586683461
832	0.7580962359
833	0.7577833031
834	0.7574305882
835	0.7569314005
836	0.7565428531
837	0.75591717
838	0.7554789067
839	0.7551200855
840	0.7547691424
841	0.7544685275
842	0.7540332623
843	0.7536103364
844	0.7531010161
845	0.7526286926
846	0.7520416489
847	0.7515138701
848	0.7512164845
849	0.7506670689
850	0.7501881156
851	0.7495907089
852	0.7491341147
853	0.7487005537
854	0.7480950458
855	0.7474924758
856	0.7472239553
857	0.7466427902
858	0.7462531179
859	0.7459341072
860	0.745594176
861	0.7453096628
862	0.7449768726
863	0.744662782
864	0.7441910117
865	0.7437642681
866	0.7432615129
867	0.7429068593
868	0.7425792695
869	0.7420680855
870	0.7418992212
871	0.7416074278
872	0.74128635
873	0.7410031409
874	0.7404893934
875	0.7401484229
876	0.7397348245
877	0.7394603255
878	0.7391198303
879	0.7385767224
880	0.7382183404
881	0.7378362328
882	0.7375429772
883	0.7373234757
884	0.7369361396
885	0.7365789956
886	0.7362975678
887	0.7360877983
888	0.7357035139
889	0.7353452358
890	0.7351112976
891	0.7346752366
892	0.7342552091
893	0.7338313239
894	0.7333244481
895	0.732891546
896	0.7325002041
897	0.7321327627
898	0.7318658631
899	0.731401581
900	0.7310680019
901	0.7307003285
902	0.7303726062
903	0.7300216326
904	0.7296324604
905	0.7294717454
906	0.7291597559
907	0.7287223145
908	0.7282308305
909	0.7277952393
910	0.7275825134
911	0.7272800969
912	0.727032927
913	0.7267357317
914	0.7261547635
915	0.7258376992
916	0.7255389081
917	0.7250875705
918	0.7246231918
919	0.7243748313
920	0.7239745435
921	0.7233920937
922	0.7230393031
923	0.7228684624
924	0.7225341447
925	0.7220027045
926	0.72159602
927	0.7210263275
928	0.7206646745
929	0.7203420458
930	0.7201513762
931	0.7198341085
932	0.7192947084
933	0.7188792748
934	0.7185741495
935	0.7178352721
936	0.7176121232
937	0.7173396464
938	0.7169916504
939	0.7166126632
940	0.7160921367
941	0.715870731
942	0.7155185204
943	0.715141128
944	0.7147046459
945	0.7144704928
946	0.7141810244
947	0.7138848851
948	0.7134765548
949	0.712942344
950	0.7126000734
951	0.7123528118
952	0.7120112388
953	0.7116050879
954	0.7112997757
955	0.7110235428
956	0.7105342137
957	0.7102637936
958	0.7098611333
959	0.7092754597
960	0.7090879682
961	0.7086894106
962	0.7083006163
963	0.70797668
964	0.7076537158
965	0.7073971308
966	0.706957723
967	0.7064539092
968	0.7061664999
969	0.7058347208
970	0.7053583307
971	0.7049422257
972	0.7046815475
973	0.7043998996
974	0.7039300622
975	0.7036071766
976	0.7030380167
977	0.702620015
978	0.7023317179
979	0.7020753035
980	0.7015970217
981	0.7012678057
982	0.7009014496
983	0.7005258369
984	0.7000965146
985	0.6998201111
986	0.6995611634
987	0.6992024148
988	0.6988738273
989	0.6985966607
990	0.698247881
991	0.6980167913
992	0.6975902028
993	0.6972808693
994	0.6969485156
995	0.6966692884
996	0.6963579516
997	0.6959979778
998	0.6955609061
999	0.6952986329
