Sensors,MAE,RMSE,R²,RMSE Increase (%)
29,0.5155283588746579,0.8331244322146953,0.9989110458490522,0.0
15,0.519089958646359,0.8176502345289731,0.9989511219802187,-1.8573693301236112
12,0.5158041927359575,0.8139861521607991,0.9989605014537678,-2.2971694639924287
10,0.5112905232402675,0.8153323091115384,0.9989570603994389,-2.1355901249781026
8,0.5542174195795416,0.873352940580144,0.9988033437129619,4.828631451667933
5,1.10351565992604,2.17397139230314,0.992585233095618,160.94198036229358
